ESR Covid-19 Dashboard,,,,,,,,,,,,,
Data downloaded: 05/02/2021 20:21,,,,,,,,,,,,,
,,,,,,,,,,,,,
Date,Region,Daily imported cases,Daily import-related cases,Daily locally acquired cases  epidemiologically linked,Daily locally acquired cases  unknown source,Daily under investigation,Daily total cases,Cumulative imported cases,Cumulative import-related cases,Cumulative locally acquired cases  epidemiologically linked,Cumulative locally acquired cases  unknown source,Cumulative under investigation,Cumulative total cases
07/04/2020,Canterbury,1,0,3,0,0,4,40,14,59,6,0,119
07/04/2020,Capital and Coast,0,0,0,0,0,0,48,28,4,1,0,81
07/04/2020,Counties Manukau,2,0,0,0,0,2,43,15,35,11,0,104
07/04/2020,Hawke's Bay,0,0,1,0,0,1,19,10,5,1,0,35
07/04/2020,Hutt Valley,0,0,0,0,0,0,12,6,2,0,0,20
07/04/2020,Lakes,0,0,0,0,0,0,9,2,0,1,0,12
07/04/2020,Midcentral,0,0,0,0,0,0,17,5,6,0,0,28
07/04/2020,Nelson Marlborough,0,0,2,0,0,2,25,15,4,4,0,48
07/04/2020,Northland,0,1,0,1,0,2,11,5,2,4,0,22
07/04/2020,South Canterbury,0,0,0,0,0,0,5,1,2,2,0,10
07/04/2020,Southern,1,7,0,1,0,9,49,112,13,19,0,193
07/04/2020,Tairawhiti,0,0,0,0,0,0,1,0,0,0,0,1
07/04/2020,Taranaki,0,0,0,0,0,0,13,1,0,0,0,14
07/04/2020,Waikato,0,3,1,1,0,5,48,106,3,2,0,159
07/04/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
07/04/2020,Waitemata,3,1,5,0,0,9,81,26,59,4,0,170
07/04/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
07/04/2020,Whanganui,0,0,0,0,0,0,7,0,0,0,0,7
06/04/2020,Auckland,0,0,4,2,0,6,64,11,53,7,0,135
06/04/2020,Bay of Plenty,1,2,1,0,0,4,21,9,4,3,0,37
06/04/2020,Canterbury,1,1,7,2,0,11,39,14,56,6,0,115
06/04/2020,Capital and Coast,1,0,1,0,0,2,48,28,4,1,0,81
06/04/2020,Counties Manukau,2,2,3,0,0,7,41,15,35,11,0,102
06/04/2020,Hawke's Bay,1,0,0,0,0,1,19,10,4,1,0,34
06/04/2020,Hutt Valley,0,0,0,0,0,0,12,6,2,0,0,20
06/04/2020,Lakes,0,0,0,0,0,0,9,2,0,1,0,12
06/04/2020,Midcentral,1,0,1,0,0,2,17,5,6,0,0,28
06/04/2020,Nelson Marlborough,0,2,0,0,0,2,25,15,2,4,0,46
06/04/2020,Northland,0,0,1,0,0,1,11,4,2,3,0,20
06/04/2020,South Canterbury,0,0,0,0,0,0,5,1,2,2,0,10
06/04/2020,Southern,0,6,2,0,0,8,48,105,13,18,0,184
06/04/2020,Tairawhiti,0,0,0,0,0,0,1,0,0,0,0,1
06/04/2020,Taranaki,0,0,0,0,0,0,13,1,0,0,0,14
06/04/2020,Waikato,0,7,0,0,0,7,48,103,2,1,0,154
06/04/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
06/04/2020,Waitemata,0,1,1,0,0,2,78,25,54,4,0,161
06/04/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
06/04/2020,Whanganui,0,0,0,0,0,0,7,0,0,0,0,7
05/04/2020,Auckland,1,1,5,2,0,9,64,11,49,5,0,129
05/04/2020,Bay of Plenty,0,1,0,0,0,1,20,7,3,3,0,33
05/04/2020,Canterbury,0,1,3,0,0,4,38,13,49,4,0,104
05/04/2020,Capital and Coast,0,0,0,0,0,0,47,28,3,1,0,79
05/04/2020,Counties Manukau,4,1,4,1,0,10,39,13,32,11,0,95
05/04/2020,Hawke's Bay,1,1,1,1,0,4,18,10,4,1,0,33
05/04/2020,Hutt Valley,0,1,0,0,0,1,12,6,2,0,0,20
05/04/2020,Lakes,0,0,0,0,0,0,9,2,0,1,0,12
05/04/2020,Midcentral,1,0,2,0,0,3,16,5,5,0,0,26
05/04/2020,Nelson Marlborough,0,2,1,2,0,5,25,13,2,4,0,44
05/04/2020,Northland,0,1,0,1,0,2,11,4,1,3,0,19
05/04/2020,South Canterbury,0,0,0,0,0,0,5,1,2,2,0,10
05/04/2020,Southern,1,13,2,1,0,17,48,99,11,18,0,176
05/04/2020,Tairawhiti,0,0,0,0,0,0,1,0,0,0,0,1
05/04/2020,Taranaki,0,0,0,0,0,0,13,1,0,0,0,14
05/04/2020,Waikato,1,3,0,0,0,4,48,96,2,1,0,147
05/04/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
05/04/2020,Waitemata,0,4,5,0,0,9,78,24,53,4,0,159
05/04/2020,West Coast,0,0,1,0,0,1,1,1,1,2,0,5
05/04/2020,Whanganui,0,0,0,0,0,0,7,0,0,0,0,7
04/04/2020,Auckland,1,3,5,0,0,9,63,10,44,3,0,120
04/04/2020,Bay of Plenty,0,0,0,0,0,0,20,6,3,3,0,32
04/04/2020,Canterbury,0,1,15,1,0,17,38,12,46,4,0,100
04/04/2020,Capital and Coast,2,3,1,0,0,6,47,28,3,1,0,79
04/04/2020,Counties Manukau,2,0,2,0,0,4,35,12,28,10,0,85
04/04/2020,Hawke's Bay,0,0,0,0,0,0,17,9,3,0,0,29
04/04/2020,Hutt Valley,0,0,0,0,0,0,12,5,2,0,0,19
04/04/2020,Lakes,0,0,0,1,0,1,9,2,0,1,0,12
04/04/2020,Midcentral,1,0,2,0,0,3,15,5,3,0,0,23
04/04/2020,Nelson Marlborough,2,2,0,1,0,5,25,11,1,2,0,39
04/04/2020,Northland,0,1,0,0,0,1,11,3,1,2,0,17
04/04/2020,South Canterbury,0,0,0,0,0,0,5,1,2,2,0,10
04/04/2020,Southern,1,6,2,1,0,10,47,86,9,17,0,159
04/04/2020,Tairawhiti,0,0,0,0,0,0,1,0,0,0,0,1
04/04/2020,Taranaki,0,0,0,0,0,0,13,1,0,0,0,14
04/04/2020,Waikato,1,5,0,0,0,6,47,93,2,1,0,143
04/04/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
04/04/2020,Waitemata,5,4,6,0,0,15,78,20,48,4,0,150
04/04/2020,West Coast,0,0,0,0,0,0,1,1,0,2,0,4
04/04/2020,Whanganui,0,0,0,0,0,0,7,0,0,0,0,7
03/04/2020,Auckland,0,1,2,0,0,3,62,7,39,3,0,111
03/04/2020,Bay of Plenty,0,1,0,0,0,1,20,6,3,3,0,32
03/04/2020,Canterbury,1,0,9,1,0,11,38,11,31,3,0,83
03/04/2020,Capital and Coast,0,6,0,0,0,6,45,25,2,1,0,73
03/04/2020,Counties Manukau,2,0,4,2,0,8,33,12,26,10,0,81
03/04/2020,Hawke's Bay,3,2,0,0,0,5,17,9,3,0,0,29
03/04/2020,Hutt Valley,0,1,0,0,0,1,12,5,2,0,0,19
03/04/2020,Lakes,0,0,0,0,0,0,9,2,0,0,0,11
03/04/2020,Midcentral,0,0,0,0,0,0,14,5,1,0,0,20
03/04/2020,Nelson Marlborough,2,0,0,0,0,2,23,9,1,1,0,34
03/04/2020,Northland,0,1,1,0,0,2,11,2,1,2,0,16
03/04/2020,South Canterbury,0,0,0,0,0,0,5,1,2,2,0,10
03/04/2020,Southern,4,10,0,1,0,15,46,80,7,16,0,149
03/04/2020,Tairawhiti,0,0,0,0,0,0,1,0,0,0,0,1
03/04/2020,Taranaki,0,0,0,0,0,0,13,1,0,0,0,14
03/04/2020,Waikato,1,11,1,0,0,13,46,88,2,1,0,137
03/04/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
03/04/2020,Waitemata,2,3,2,1,0,8,73,16,42,4,0,135
03/04/2020,West Coast,0,0,0,0,0,0,1,1,0,2,0,4
03/04/2020,Whanganui,0,0,0,0,0,0,7,0,0,0,0,7
02/04/2020,Auckland,1,0,2,0,0,3,62,6,37,3,0,108
02/04/2020,Bay of Plenty,2,1,1,0,0,4,20,5,3,3,0,31
02/04/2020,Canterbury,0,1,6,2,0,9,37,11,22,2,0,72
02/04/2020,Capital and Coast,2,1,1,0,0,4,45,19,2,1,0,67
02/04/2020,Counties Manukau,1,2,2,1,0,6,31,12,22,8,0,73
02/04/2020,Hawke's Bay,2,2,1,0,0,5,14,7,3,0,0,24
02/04/2020,Hutt Valley,3,0,1,0,0,4,12,4,2,0,0,18
02/04/2020,Lakes,0,0,0,0,0,0,9,2,0,0,0,11
02/04/2020,Midcentral,1,0,0,0,0,1,14,5,1,0,0,20
02/04/2020,Nelson Marlborough,2,0,0,1,0,3,21,9,1,1,0,32
02/04/2020,Northland,0,0,0,1,0,1,11,1,0,2,0,14
02/04/2020,South Canterbury,0,0,0,0,0,0,5,1,2,2,0,10
02/04/2020,Southern,3,11,0,4,0,18,42,70,7,15,0,134
02/04/2020,Tairawhiti,0,0,0,0,0,0,1,0,0,0,0,1
02/04/2020,Taranaki,0,0,0,0,0,0,13,1,0,0,0,14
02/04/2020,Waikato,3,4,0,1,0,8,45,77,1,1,0,124
02/04/2020,Wairarapa,0,2,0,0,0,2,4,3,0,1,0,8
02/04/2020,Waitemata,4,2,6,0,0,12,71,13,40,3,0,127
02/04/2020,West Coast,0,0,0,0,0,0,1,1,0,2,0,4
02/04/2020,Whanganui,2,0,0,0,0,2,7,0,0,0,0,7
01/04/2020,Auckland,3,0,1,0,0,4,61,6,35,3,0,105
01/04/2020,Bay of Plenty,5,0,0,1,0,6,18,4,2,3,0,27
01/04/2020,Canterbury,1,0,1,0,0,2,37,10,16,0,0,63
01/04/2020,Capital and Coast,0,3,0,0,0,3,43,18,1,1,0,63
01/04/2020,Counties Manukau,3,0,1,1,0,5,30,10,20,7,0,67
01/04/2020,Hawke's Bay,3,0,1,0,0,4,12,5,2,0,0,19
01/04/2020,Hutt Valley,0,0,0,0,0,0,9,4,1,0,0,14
01/04/2020,Lakes,0,0,0,0,0,0,9,2,0,0,0,11
01/04/2020,Midcentral,1,0,0,0,0,1,13,5,1,0,0,19
01/04/2020,Nelson Marlborough,4,0,0,0,0,4,19,9,1,0,0,29
01/04/2020,Northland,0,1,0,0,0,1,11,1,0,1,0,13
01/04/2020,South Canterbury,0,0,0,0,0,0,5,1,2,2,0,10
01/04/2020,Southern,4,12,0,0,0,16,39,59,7,11,0,116
01/04/2020,Tairawhiti,0,0,0,0,0,0,1,0,0,0,0,1
01/04/2020,Taranaki,1,0,0,0,0,1,13,1,0,0,0,14
01/04/2020,Waikato,2,7,0,0,0,9,42,73,1,0,0,116
01/04/2020,Wairarapa,0,0,0,0,0,0,4,1,0,1,0,6
01/04/2020,Waitemata,7,3,4,0,0,14,67,11,34,3,0,115
01/04/2020,West Coast,0,0,0,1,0,1,1,1,0,2,0,4
01/04/2020,Whanganui,2,0,0,0,0,2,5,0,0,0,0,5
31/03/2020,Auckland,3,1,4,0,0,8,58,6,34,3,0,101
31/03/2020,Bay of Plenty,2,0,1,0,0,3,13,4,2,2,0,21
31/03/2020,Canterbury,0,0,3,0,0,3,36,10,15,0,0,61
31/03/2020,Capital and Coast,1,1,0,0,0,2,43,15,1,1,0,60
31/03/2020,Counties Manukau,2,0,3,2,0,7,27,10,19,6,0,62
31/03/2020,Hawke's Bay,0,0,0,0,0,0,9,5,1,0,0,15
31/03/2020,Hutt Valley,0,1,0,0,0,1,9,4,1,0,0,14
31/03/2020,Lakes,0,0,0,0,0,0,9,2,0,0,0,11
31/03/2020,Midcentral,2,1,1,0,0,4,12,5,1,0,0,18
31/03/2020,Nelson Marlborough,2,0,0,0,0,2,15,9,1,0,0,25
31/03/2020,Northland,0,0,0,1,0,1,11,0,0,1,0,12
31/03/2020,South Canterbury,0,0,0,0,0,0,5,1,2,2,0,10
31/03/2020,Southern,2,4,2,1,0,9,35,47,7,11,0,100
31/03/2020,Tairawhiti,0,0,0,0,0,0,1,0,0,0,0,1
31/03/2020,Taranaki,0,0,0,0,0,0,12,1,0,0,0,13
31/03/2020,Waikato,2,21,1,0,0,24,40,66,1,0,0,107
31/03/2020,Wairarapa,1,0,0,0,0,1,4,1,0,1,0,6
31/03/2020,Waitemata,5,1,5,1,0,12,60,8,30,3,0,101
31/03/2020,West Coast,0,0,0,0,0,0,1,1,0,1,0,3
31/03/2020,Whanganui,0,0,0,0,0,0,3,0,0,0,0,3
30/03/2020,Auckland,1,1,1,0,0,3,55,5,30,3,0,93
30/03/2020,Bay of Plenty,3,0,1,0,0,4,11,4,1,2,0,18
30/03/2020,Canterbury,1,0,0,0,0,1,36,10,12,0,0,58
30/03/2020,Capital and Coast,0,1,0,0,0,1,42,14,1,1,0,58
30/03/2020,Counties Manukau,2,0,4,3,0,9,25,10,16,4,0,55
30/03/2020,Hawke's Bay,0,2,1,0,0,3,9,5,1,0,0,15
30/03/2020,Hutt Valley,0,0,0,0,0,0,9,3,1,0,0,13
30/03/2020,Lakes,0,2,0,0,0,2,9,2,0,0,0,11
30/03/2020,Midcentral,1,0,0,0,0,1,10,4,0,0,0,14
30/03/2020,Nelson Marlborough,1,1,0,0,0,2,13,9,1,0,0,23
30/03/2020,Northland,1,0,0,0,0,1,11,0,0,0,0,11
30/03/2020,South Canterbury,1,0,0,0,0,1,5,1,2,2,0,10
30/03/2020,Southern,2,7,0,0,0,9,33,43,5,10,0,91
30/03/2020,Tairawhiti,0,0,0,0,0,0,1,0,0,0,0,1
30/03/2020,Taranaki,1,0,0,0,0,1,12,1,0,0,0,13
30/03/2020,Waikato,0,5,0,0,0,5,38,45,0,0,0,83
30/03/2020,Wairarapa,0,0,0,0,0,0,3,1,0,1,0,5
30/03/2020,Waitemata,5,0,4,0,0,9,55,7,25,2,0,89
30/03/2020,West Coast,0,0,0,0,0,0,1,1,0,1,0,3
30/03/2020,Whanganui,0,0,0,0,0,0,3,0,0,0,0,3
29/03/2020,Auckland,5,0,4,0,0,9,54,4,29,3,0,90
29/03/2020,Bay of Plenty,0,0,0,0,0,0,8,4,0,2,0,14
29/03/2020,Canterbury,0,2,0,0,0,2,35,10,12,0,0,57
29/03/2020,Capital and Coast,4,4,0,0,0,8,42,13,1,1,0,57
29/03/2020,Counties Manukau,2,0,2,0,0,4,23,10,12,1,0,46
29/03/2020,Hawke's Bay,0,0,0,0,0,0,9,3,0,0,0,12
29/03/2020,Hutt Valley,0,0,0,0,0,0,9,3,1,0,0,13
29/03/2020,Lakes,0,0,0,0,0,0,9,0,0,0,0,9
29/03/2020,Midcentral,2,0,0,0,0,2,9,4,0,0,0,13
29/03/2020,Nelson Marlborough,1,0,0,0,0,1,12,8,1,0,0,21
29/03/2020,Northland,2,0,0,0,0,2,10,0,0,0,0,10
29/03/2020,South Canterbury,0,0,2,0,0,2,4,1,2,2,0,9
29/03/2020,Southern,0,9,2,1,0,12,31,36,5,10,0,82
29/03/2020,Tairawhiti,0,0,0,0,0,0,1,0,0,0,0,1
29/03/2020,Taranaki,0,0,0,0,0,0,11,1,0,0,0,12
29/03/2020,Waikato,2,14,0,0,0,16,38,40,0,0,0,78
29/03/2020,Wairarapa,0,0,0,0,0,0,3,1,0,1,0,5
29/03/2020,Waitemata,8,2,6,0,0,16,50,7,21,2,0,80
29/03/2020,West Coast,0,0,0,0,0,0,1,1,0,1,0,3
29/03/2020,Whanganui,0,0,0,0,0,0,3,0,0,0,0,3
28/03/2020,Auckland,7,1,7,0,0,15,49,4,25,3,0,81
28/03/2020,Bay of Plenty,2,0,0,0,0,2,8,4,0,2,0,14
28/03/2020,Canterbury,5,1,3,0,0,9,35,8,12,0,0,55
28/03/2020,Capital and Coast,4,1,0,0,0,5,38,9,1,1,0,49
28/03/2020,Counties Manukau,2,1,4,0,0,7,21,10,10,1,0,42
28/03/2020,Hawke's Bay,0,1,0,0,0,1,9,3,0,0,0,12
28/03/2020,Hutt Valley,0,0,0,0,0,0,9,3,1,0,0,13
28/03/2020,Lakes,1,0,0,0,0,1,9,0,0,0,0,9
28/03/2020,Midcentral,1,0,0,0,0,1,7,4,0,0,0,11
28/03/2020,Nelson Marlborough,1,0,0,0,0,1,11,8,1,0,0,20
28/03/2020,Northland,0,0,0,0,0,0,8,0,0,0,0,8
28/03/2020,South Canterbury,1,0,0,0,0,1,4,1,0,2,0,7
28/03/2020,Southern,5,6,1,1,0,13,31,27,3,9,0,70
28/03/2020,Tairawhiti,0,0,0,0,0,0,1,0,0,0,0,1
28/03/2020,Taranaki,0,0,0,0,0,0,11,1,0,0,0,12
28/03/2020,Waikato,0,3,0,0,0,3,36,26,0,0,0,62
28/03/2020,Wairarapa,0,0,0,0,0,0,3,1,0,1,0,5
28/03/2020,Waitemata,6,1,6,0,0,13,42,5,15,2,0,64
28/03/2020,West Coast,0,0,0,0,0,0,1,1,0,1,0,3
28/03/2020,Whanganui,0,0,0,0,0,0,3,0,0,0,0,3
27/03/2020,Auckland,3,0,4,0,0,7,42,3,18,3,0,66
27/03/2020,Bay of Plenty,1,0,0,2,0,3,6,4,0,2,0,12
27/03/2020,Canterbury,4,0,0,0,0,4,30,7,9,0,0,46
27/03/2020,Capital and Coast,1,2,0,0,0,3,34,8,1,1,0,44
27/03/2020,Counties Manukau,3,0,2,1,0,6,19,9,6,1,0,35
27/03/2020,Hawke's Bay,1,0,0,0,0,1,9,2,0,0,0,11
27/03/2020,Hutt Valley,3,0,0,0,0,3,9,3,1,0,0,13
27/03/2020,Lakes,0,0,0,0,0,0,8,0,0,0,0,8
27/03/2020,Midcentral,1,1,0,0,0,2,6,4,0,0,0,10
27/03/2020,Nelson Marlborough,0,0,0,0,0,0,10,8,1,0,0,19
27/03/2020,Northland,0,0,0,0,0,0,8,0,0,0,0,8
27/03/2020,South Canterbury,2,0,0,2,0,4,3,1,0,2,0,6
27/03/2020,Southern,3,10,2,4,0,19,26,21,2,8,0,57
27/03/2020,Tairawhiti,0,0,0,0,0,0,1,0,0,0,0,1
27/03/2020,Taranaki,5,0,0,0,0,5,11,1,0,0,0,12
27/03/2020,Waikato,2,9,0,0,0,11,36,23,0,0,0,59
27/03/2020,Wairarapa,0,0,0,0,0,0,3,1,0,1,0,5
27/03/2020,Waitemata,3,1,0,0,0,4,36,4,9,2,0,51
27/03/2020,West Coast,0,0,0,0,0,0,1,1,0,1,0,3
27/03/2020,Whanganui,3,0,0,0,0,3,3,0,0,0,0,3
26/03/2020,Auckland,6,0,6,0,0,12,39,3,14,3,0,59
26/03/2020,Bay of Plenty,2,1,0,0,0,3,5,4,0,0,0,9
26/03/2020,Canterbury,9,2,3,0,0,14,26,7,9,0,0,42
26/03/2020,Capital and Coast,3,0,0,0,0,3,33,6,1,1,0,41
26/03/2020,Counties Manukau,2,0,1,0,0,3,16,9,4,0,0,29
26/03/2020,Hawke's Bay,3,1,0,0,0,4,8,2,0,0,0,10
26/03/2020,Hutt Valley,3,0,1,0,0,4,6,3,1,0,0,10
26/03/2020,Lakes,1,0,0,0,0,1,8,0,0,0,0,8
26/03/2020,Midcentral,0,0,0,0,0,0,5,3,0,0,0,8
26/03/2020,Nelson Marlborough,0,0,0,0,0,0,10,8,1,0,0,19
26/03/2020,Northland,2,0,0,0,0,2,8,0,0,0,0,8
26/03/2020,South Canterbury,0,0,0,0,0,0,1,1,0,0,0,2
26/03/2020,Southern,5,1,0,1,0,7,23,11,0,4,0,38
26/03/2020,Tairawhiti,1,0,0,0,0,1,1,0,0,0,0,1
26/03/2020,Taranaki,1,1,0,0,0,2,6,1,0,0,0,7
26/03/2020,Waikato,7,3,0,0,0,10,34,14,0,0,0,48
26/03/2020,Wairarapa,0,0,0,0,0,0,3,1,0,1,0,5
26/03/2020,Waitemata,8,0,3,0,0,11,33,3,9,2,0,47
26/03/2020,West Coast,1,0,0,1,0,2,1,1,0,1,0,3
26/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
25/03/2020,Auckland,7,0,3,1,0,11,33,3,8,3,0,47
25/03/2020,Bay of Plenty,2,0,0,0,0,2,3,3,0,0,0,6
25/03/2020,Canterbury,1,2,2,0,0,5,17,5,6,0,0,28
25/03/2020,Capital and Coast,4,0,0,0,0,4,30,6,1,1,0,38
25/03/2020,Counties Manukau,1,1,3,0,0,5,14,9,3,0,0,26
25/03/2020,Hawke's Bay,2,1,0,0,0,3,5,1,0,0,0,6
25/03/2020,Hutt Valley,0,1,0,0,0,1,3,3,0,0,0,6
25/03/2020,Lakes,3,0,0,0,0,3,7,0,0,0,0,7
25/03/2020,Midcentral,1,1,0,0,0,2,5,3,0,0,0,8
25/03/2020,Nelson Marlborough,3,1,0,0,0,4,10,8,1,0,0,19
25/03/2020,Northland,2,0,0,0,0,2,6,0,0,0,0,6
25/03/2020,South Canterbury,0,0,0,0,0,0,1,1,0,0,0,2
25/03/2020,Southern,4,3,0,2,0,9,18,10,0,3,0,31
25/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
25/03/2020,Taranaki,1,0,0,0,0,1,5,0,0,0,0,5
25/03/2020,Waikato,14,7,0,0,0,21,27,11,0,0,0,38
25/03/2020,Wairarapa,0,0,0,0,0,0,3,1,0,1,0,5
25/03/2020,Waitemata,7,1,3,0,0,11,25,3,6,2,0,36
25/03/2020,West Coast,0,0,0,0,0,0,0,1,0,0,0,1
25/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
24/03/2020,Auckland,5,0,2,0,0,7,26,3,5,2,0,36
24/03/2020,Bay of Plenty,0,3,0,0,0,3,1,3,0,0,0,4
24/03/2020,Canterbury,6,1,0,0,0,7,16,3,4,0,0,23
24/03/2020,Capital and Coast,8,0,1,1,0,10,26,6,1,1,0,34
24/03/2020,Counties Manukau,2,0,0,0,0,2,13,8,0,0,0,21
24/03/2020,Hawke's Bay,2,0,0,0,0,2,3,0,0,0,0,3
24/03/2020,Hutt Valley,0,0,0,0,0,0,3,2,0,0,0,5
24/03/2020,Lakes,1,0,0,0,0,1,4,0,0,0,0,4
24/03/2020,Midcentral,1,0,0,0,0,1,4,2,0,0,0,6
24/03/2020,Nelson Marlborough,1,3,0,0,0,4,7,7,1,0,0,15
24/03/2020,Northland,2,0,0,0,0,2,4,0,0,0,0,4
24/03/2020,South Canterbury,0,0,0,0,0,0,1,1,0,0,0,2
24/03/2020,Southern,5,1,0,1,0,7,14,7,0,1,0,22
24/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
24/03/2020,Taranaki,0,0,0,0,0,0,4,0,0,0,0,4
24/03/2020,Waikato,1,1,0,0,0,2,13,4,0,0,0,17
24/03/2020,Wairarapa,1,1,0,0,0,2,3,1,0,1,0,5
24/03/2020,Waitemata,5,1,2,0,0,8,18,2,3,2,0,25
24/03/2020,West Coast,0,0,0,0,0,0,0,1,0,0,0,1
24/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
23/03/2020,Auckland,6,0,1,0,0,7,21,3,3,2,0,29
23/03/2020,Bay of Plenty,0,0,0,0,0,0,1,0,0,0,0,1
23/03/2020,Canterbury,3,2,1,0,0,6,10,2,4,0,0,16
23/03/2020,Capital and Coast,8,1,0,0,0,9,18,6,0,0,0,24
23/03/2020,Counties Manukau,1,0,0,0,0,1,11,8,0,0,0,19
23/03/2020,Hawke's Bay,0,0,0,0,0,0,1,0,0,0,0,1
23/03/2020,Hutt Valley,1,1,0,0,0,2,3,2,0,0,0,5
23/03/2020,Lakes,1,0,0,0,0,1,3,0,0,0,0,3
23/03/2020,Midcentral,1,0,0,0,0,1,3,2,0,0,0,5
23/03/2020,Nelson Marlborough,0,1,1,0,0,2,6,4,1,0,0,11
23/03/2020,Northland,0,0,0,0,0,0,2,0,0,0,0,2
23/03/2020,South Canterbury,1,1,0,0,0,2,1,1,0,0,0,2
23/03/2020,Southern,1,3,0,0,0,4,9,6,0,0,0,15
23/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
23/03/2020,Taranaki,0,0,0,0,0,0,4,0,0,0,0,4
23/03/2020,Waikato,3,1,0,0,0,4,12,3,0,0,0,15
23/03/2020,Wairarapa,0,0,0,0,0,0,2,0,0,1,0,3
23/03/2020,Waitemata,1,0,0,1,0,2,13,1,1,2,0,17
23/03/2020,West Coast,0,0,0,0,0,0,0,1,0,0,0,1
23/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
22/03/2020,Auckland,6,2,0,0,0,8,15,3,2,2,0,22
22/03/2020,Bay of Plenty,0,0,0,0,0,0,1,0,0,0,0,1
22/03/2020,Canterbury,2,0,1,0,0,3,7,0,3,0,0,10
22/03/2020,Capital and Coast,3,4,0,0,0,7,10,5,0,0,0,15
22/03/2020,Counties Manukau,6,2,0,0,0,8,10,8,0,0,0,18
22/03/2020,Hawke's Bay,0,0,0,0,0,0,1,0,0,0,0,1
22/03/2020,Hutt Valley,0,1,0,0,0,1,2,1,0,0,0,3
22/03/2020,Lakes,0,0,0,0,0,0,2,0,0,0,0,2
22/03/2020,Midcentral,0,0,0,0,0,0,2,2,0,0,0,4
22/03/2020,Nelson Marlborough,4,1,0,0,0,5,6,3,0,0,0,9
22/03/2020,Northland,1,0,0,0,0,1,2,0,0,0,0,2
22/03/2020,South Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
22/03/2020,Southern,1,1,0,0,0,2,8,3,0,0,0,11
22/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
22/03/2020,Taranaki,0,0,0,0,0,0,4,0,0,0,0,4
22/03/2020,Waikato,2,1,0,0,0,3,9,2,0,0,0,11
22/03/2020,Wairarapa,0,0,0,0,0,0,2,0,0,1,0,3
22/03/2020,Waitemata,4,1,0,0,0,5,12,1,1,1,0,15
22/03/2020,West Coast,0,1,0,0,0,1,0,1,0,0,0,1
22/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
21/03/2020,Auckland,2,1,1,0,0,4,9,1,2,2,0,14
21/03/2020,Bay of Plenty,1,0,0,0,0,1,1,0,0,0,0,1
21/03/2020,Canterbury,1,0,2,0,0,3,5,0,2,0,0,7
21/03/2020,Capital and Coast,0,1,0,0,0,1,7,1,0,0,0,8
21/03/2020,Counties Manukau,1,3,0,0,0,4,4,6,0,0,0,10
21/03/2020,Hawke's Bay,0,0,0,0,0,0,1,0,0,0,0,1
21/03/2020,Hutt Valley,0,0,0,0,0,0,2,0,0,0,0,2
21/03/2020,Lakes,0,0,0,0,0,0,2,0,0,0,0,2
21/03/2020,Midcentral,1,0,0,0,0,1,2,2,0,0,0,4
21/03/2020,Nelson Marlborough,1,1,0,0,0,2,2,2,0,0,0,4
21/03/2020,Northland,0,0,0,0,0,0,1,0,0,0,0,1
21/03/2020,South Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
21/03/2020,Southern,0,0,0,0,0,0,7,2,0,0,0,9
21/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
21/03/2020,Taranaki,2,0,0,0,0,2,4,0,0,0,0,4
21/03/2020,Waikato,2,1,0,0,0,3,7,1,0,0,0,8
21/03/2020,Wairarapa,2,0,0,0,0,2,2,0,0,1,0,3
21/03/2020,Waitemata,0,0,1,0,0,1,8,0,1,1,0,10
21/03/2020,West Coast,0,0,0,0,0,0,0,0,0,0,0,0
21/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
20/03/2020,Auckland,0,0,0,1,0,1,7,0,1,2,0,10
20/03/2020,Bay of Plenty,0,0,0,0,0,0,0,0,0,0,0,0
20/03/2020,Canterbury,2,0,0,0,0,2,4,0,0,0,0,4
20/03/2020,Capital and Coast,0,0,0,0,0,0,7,0,0,0,0,7
20/03/2020,Counties Manukau,0,0,0,0,0,0,3,3,0,0,0,6
20/03/2020,Hawke's Bay,0,0,0,0,0,0,1,0,0,0,0,1
20/03/2020,Hutt Valley,0,0,0,0,0,0,2,0,0,0,0,2
20/03/2020,Lakes,1,0,0,0,0,1,2,0,0,0,0,2
